"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 3, Census Tract 9510, Marshall County, Iowa","19127951000",1522,890,2.61,530,11,478,236,225,665,668,201,583.141762452107
"Block Group 3, Census Tract 9503, Marshall County, Iowa","19127950300",858,424,2.52,27,3,196,125,207,482,465,79,340.47619047619
"Block Group 2, Census Tract 6902, Worth County, Iowa","19195690200",972,487,2.3,18,0,201,212,271,531,521,150,422.608695652174
"Block Group 3, Census Tract 6902, Worth County, Iowa","19195690200",693,361,2.07,29,0,124,154,139,391,289,78,334.782608695652
"Block Group 1, Census Tract 6902, Worth County, Iowa","19195690200",491,218,2.74,37,25,102,98,129,216,239,55,179.197080291971
"Block Group 2, Census Tract 103.01, Johnson County, Iowa","19103010301",864,449,2.42,52,3,189,173,181,494,374,32,357.02479338843
"Block Group 3, Census Tract 3603, Franklin County, Iowa","19069360300",721,356,2.36,18,0,133,120,212,412,393,21,305.508474576271
"Block Group 2, Census Tract 3602, Franklin County, Iowa","19069360200",1229,625,2.43,539,0,421,149,143,452,555,55,505.761316872428
"Block Group 3, Census Tract 9503, Kossuth County, Iowa","19109950300",523,222,2.1,1,0,111,112,87,271,276,83,249.047619047619
"Block Group 2, Census Tract 9503, Kossuth County, Iowa","19109950300",852,423,2.22,28,42,196,223,161,372,363,136,383.783783783784
"Block Group 1, Census Tract 9503, Kossuth County, Iowa","19109950300",898,445,2.65,13,15,201,181,169,436,360,111,338.867924528302
"Block Group 2, Census Tract 9501, Kossuth County, Iowa","19109950100",496,264,2.09,6,0,43,171,63,222,330,81,237.320574162679
"Block Group 4, Census Tract 9501, Kossuth County, Iowa","19109950100",487,246,2.14,30,0,91,117,59,257,205,73,227.570093457944
"Block Group 3, Census Tract 9501, Kossuth County, Iowa","19109950100",675,358,2.24,58,0,216,118,113,295,223,94,301.339285714286
"Block Group 1, Census Tract 3602, Franklin County, Iowa","19069360200",1040,515,2.88,78,0,303,218,182,518,467,122,361.111111111111
"Block Group 4, Census Tract 3602, Franklin County, Iowa","19069360200",1047,538,2.1,331,0,155,183,189,600,492,105,498.571428571429
"Block Group 3, Census Tract 9604, Iowa County, Iowa","19095960400",845,430,2.41,0,0,200,121,237,376,504,93,350.622406639004
"Block Group 1, Census Tract 9604, Iowa County, Iowa","19095960400",1947,992,2.18,0,0,438,446,631,1063,1024,183,893.119266055046
"Block Group 4, Census Tract 9602, Iowa County, Iowa","19095960200",1365,716,2.19,26,0,356,267,162,691,532,157,623.287671232877
"Block Group 2, Census Tract 9602, Iowa County, Iowa","19095960200",725,367,2.56,7,0,169,136,111,423,405,38,283.203125
"Block Group 3, Census Tract 9603, Iowa County, Iowa","19095960300",1094,515,2.32,43,9,261,251,182,498,496,120,471.551724137931
"Block Group 2, Census Tract 9603, Iowa County, Iowa","19095960300",1264,700,2.41,9,0,326,232,196,634,514,165,524.48132780083
"Block Group 3, Census Tract 702, Sioux County, Iowa","19167070200",1830,877,2.87,48,38,557,281,649,1032,1071,86,637.630662020906
"Block Group 1, Census Tract 703, Sioux County, Iowa","19167070300",1405,656,2.84,6,0,462,235,283,688,686,90,494.718309859155
"Block Group 4, Census Tract 703, Sioux County, Iowa","19167070300",1928,1130,2.69,535,0,651,275,327,942,763,161,716.728624535316
"Block Group 3, Census Tract 703, Sioux County, Iowa","19167070300",734,344,2.58,29,0,258,71,124,367,333,52,284.496124031008
"Block Group 1, Census Tract 705, Sioux County, Iowa","19167070500",762,367,2.65,81,0,192,132,186,448,423,46,287.547169811321
"Block Group 2, Census Tract 705, Sioux County, Iowa","19167070500",842,385,2.69,25,1,206,75,289,534,501,72,313.011152416357
"Block Group 2, Census Tract 319, Pottawattamie County, Iowa","19155031900",1020,593,2.72,31,19,302,142,308,534,447,54,375
"Block Group 1, Census Tract 319, Pottawattamie County, Iowa","19155031900",1122,518,2.78,17,0,234,334,433,561,651,92,403.597122302158
"Block Group 3, Census Tract 801, Sac County, Iowa","19161080100",608,300,2.29,0,0,180,119,126,322,273,55,265.502183406114
"Block Group 2, Census Tract 801, Sac County, Iowa","19161080100",797,411,2.3,46,56,213,124,148,430,323,79,346.521739130435
"Block Group 4, Census Tract 801, Sac County, Iowa","19161080100",737,367,2.19,164,0,165,151,118,376,334,81,336.529680365297
"Block Group 1, Census Tract 804, Sac County, Iowa","19161080400",708,363,2.03,2,6,124,218,188,358,318,77,348.768472906404
"Block Group 2, Census Tract 104.04, Polk County, Iowa","19153010404",1055,590,2.17,36,31,215,299,529,558,601,31,486.175115207373
"Block Group 3, Census Tract 104.04, Polk County, Iowa","19153010404",1285,671,2.48,118,194,214,191,395,709,450,61,518.145161290323
"Block Group 3, Census Tract 105, Polk County, Iowa","19153010500",2364,776,2.2,176,312,279,285,354,750,936,269,1074.54545454545
"Block Group 2, Census Tract 105, Polk County, Iowa","19153010500",1163,527,2.83,8,0,321,98,425,581,540,38,410.95406360424
"Block Group 1, Census Tract 105, Polk County, Iowa","19153010500",1837,791,2.69,380,0,408,316,203,950,560,244,682.899628252788
"Block Group 1, Census Tract 14, Johnson County, Iowa","19103001400",644,353,2.69,14,16,158,142,241,349,308,54,239.405204460967
"Block Group 2, Census Tract 14, Johnson County, Iowa","19103001400",1575,914,1.87,0,138,282,207,872,959,708,176,842.245989304813
"Block Group 4, Census Tract 105, Johnson County, Iowa","19103010500",985,482,2.65,111,0,315,90,178,564,393,31,371.698113207547
"Block Group 1, Census Tract 105, Johnson County, Iowa","19103010500",5649,3077,2.29,344,151,1257,819,2361,3043,2065,458,2466.81222707424
"Block Group 2, Census Tract 105, Johnson County, Iowa","19103010500",827,322,2.21,182,156,111,180,123,529,535,36,374.20814479638
"Block Group 3, Census Tract 105, Johnson County, Iowa","19103010500",1122,492,2.48,25,0,289,232,320,572,601,60,452.41935483871
"Block Group 3, Census Tract 9604, Buena Vista County, Iowa","19021960400",1080,536,2.52,647,155,410,33,141,510,352,54,428.571428571429
"Block Group 2, Census Tract 9604, Buena Vista County, Iowa","19021960400",2175,972,2.72,922,58,666,218,287,1183,1076,134,799.632352941176
"Block Group 1, Census Tract 9604, Buena Vista County, Iowa","19021960400",2741,1185,2.51,715,0,784,384,438,1428,1141,230,1092.03187250996
"Block Group 4, Census Tract 9605, Buena Vista County, Iowa","19021960500",1433,730,3.17,489,75,373,124,197,667,438,137,452.05047318612
"Block Group 1, Census Tract 9602, Buena Vista County, Iowa","19021960200",868,443,2.25,100,3,180,186,199,467,509,102,385.777777777778
"Block Group 2, Census Tract 9603, Howard County, Iowa","19089960300",874,469,2.8,28,0,259,196,169,375,372,68,312.142857142857
"Block Group 3, Census Tract 9603, Howard County, Iowa","19089960300",924,475,2.63,58,3,238,173,285,439,542,66,351.330798479087
"Block Group 1, Census Tract 9602, Howard County, Iowa","19089960200",993,440,2.3,12,0,236,201,142,556,484,79,431.739130434783
"Block Group 2, Census Tract 9602, Howard County, Iowa","19089960200",611,346,2.11,0,0,121,204,134,324,271,73,289.57345971564
"Block Group 2, Census Tract 101, Linn County, Iowa","19113010100",1166,523,2.59,0,0,285,186,373,616,625,87,450.19305019305
"Block Group 3, Census Tract 101, Linn County, Iowa","19113010100",801,394,2.79,3,0,255,106,157,399,320,61,287.096774193548
"Block Group 1, Census Tract 101, Linn County, Iowa","19113010100",1047,574,2.65,0,0,282,157,277,573,554,86,395.094339622642
"Block Group 1, Census Tract 104, Linn County, Iowa","19113010400",1878,899,2.65,92,7,413,410,500,1019,958,169,708.679245283019
"Block Group 2, Census Tract 104, Linn County, Iowa","19113010400",984,478,2.35,5,0,255,136,228,545,388,88,418.723404255319
"Block Group 1, Census Tract 9.02, Linn County, Iowa","19113000902",1880,898,2.12,24,0,258,617,983,950,948,136,886.792452830189
"Block Group 2, Census Tract 9.02, Linn County, Iowa","19113000902",1414,698,2.04,0,27,196,242,541,830,599,71,693.137254901961
"Block Group 1, Census Tract 14, Linn County, Iowa","19113001400",972,469,1.89,15,47,280,49,239,512,229,117,514.285714285714
"Block Group 3, Census Tract 14, Linn County, Iowa","19113001400",1192,611,2.24,32,32,189,270,502,653,569,102,532.142857142857
"Block Group 2, Census Tract 14, Linn County, Iowa","19113001400",1222,620,2.51,58,58,354,254,211,554,418,161,486.852589641434
"Block Group 2, Census Tract 9610, Wapello County, Iowa","19179961000",869,398,2.71,210,0,234,103,83,375,244,77,320.664206642066
"Block Group 1, Census Tract 9609, Wapello County, Iowa","19179960900",1436,724,2.11,303,152,285,304,279,724,635,229,680.568720379147
"Block Group 3, Census Tract 804, Sac County, Iowa","19161080400",731,372,2.54,0,0,245,113,169,339,291,64,287.795275590551
"Block Group 4, Census Tract 802, Sac County, Iowa","19161080200",731,366,2.17,0,0,165,213,138,322,349,63,336.866359447005
"Block Group 2, Census Tract 802, Sac County, Iowa","19161080200",461,214,2.41,0,0,119,90,113,258,243,55,191.286307053942
"Block Group 2, Census Tract 12.02, Dubuque County, Iowa","19061001202",1200,730,1.91,29,23,212,373,260,533,385,141,628.272251308901
"Block Group 3, Census Tract 7801, Pocahontas County, Iowa","19151780100",421,206,2.01,8,0,107,89,90,201,191,59,209.452736318408
"Block Group 1, Census Tract 7801, Pocahontas County, Iowa","19151780100",761,407,1.85,38,30,166,201,187,327,322,153,411.351351351351
"Block Group 2, Census Tract 803, Greene County, Iowa","19073080300",1346,724,1.99,27,10,272,341,390,699,691,150,676.381909547739
"Block Group 1, Census Tract 803, Greene County, Iowa","19073080300",1393,786,2.19,24,2,304,395,367,656,773,186,636.073059360731
"Block Group 2, Census Tract 805, Greene County, Iowa","19073080500",596,299,2.2,3,7,155,140,101,257,295,91,270.909090909091
"Block Group 2, Census Tract 802, Greene County, Iowa","19073080200",1817,932,2.37,171,3,455,414,310,888,546,277,766.666666666667
"Block Group 1, Census Tract 801, Greene County, Iowa","19073080100",402,171,2.28,18,26,90,91,74,213,184,38,176.315789473684
"Block Group 4, Census Tract 9601, Howard County, Iowa","19089960100",854,429,1.79,20,5,149,132,148,542,292,101,477.094972067039
"Block Group 2, Census Tract 9601, Howard County, Iowa","19089960100",1039,540,2.32,5,8,271,244,353,401,405,132,447.844827586207
"Block Group 3, Census Tract 9601, Howard County, Iowa","19089960100",1085,573,2.25,0,0,232,200,297,622,576,83,482.222222222222
"Block Group 2, Census Tract 9, Woodbury County, Iowa","19193000900",922,463,2.8,174,11,255,144,221,512,436,49,329.285714285714
"Block Group 1, Census Tract 9, Woodbury County, Iowa","19193000900",1285,695,2.56,283,12,343,188,454,686,580,117,501.953125
"Block Group 1, Census Tract 19, Woodbury County, Iowa","19193001900",610,270,2.4,71,22,190,86,185,280,223,34,254.166666666667
"Block Group 4, Census Tract 19, Woodbury County, Iowa","19193001900",771,404,2.06,121,0,124,80,133,417,231,57,374.271844660194
"Block Group 3, Census Tract 33, Woodbury County, Iowa","19193003300",853,457,2.28,39,0,86,227,251,546,445,93,374.122807017544
"Block Group 1, Census Tract 3, Woodbury County, Iowa","19193000300",2350,1179,2.78,565,457,843,266,700,1099,987,81,845.323741007194
"Block Group 6, Census Tract 3, Woodbury County, Iowa","19193000300",851,405,2.11,119,0,189,71,339,556,362,71,403.317535545024
"Block Group 3, Census Tract 3, Woodbury County, Iowa","19193000300",694,285,2.86,85,0,211,73,184,383,346,14,242.657342657343
"Block Group 5, Census Tract 3, Woodbury County, Iowa","19193000300",877,481,2.59,0,20,204,135,382,400,481,13,338.610038610039
"Block Group 1, Census Tract 7, Woodbury County, Iowa","19193000700",617,281,2.49,114,0,107,132,121,299,245,75,247.791164658635
"Block Group 3, Census Tract 7, Woodbury County, Iowa","19193000700",1035,573,2.51,33,15,348,78,105,433,267,107,412.350597609562
"Block Group 2, Census Tract 13, Woodbury County, Iowa","19193001300",519,234,2.33,128,130,159,36,75,200,98,58,222.74678111588
"Block Group 3, Census Tract 21.01, Woodbury County, Iowa","19193002101",1059,535,2.19,45,0,166,367,384,586,605,135,483.561643835616
"Block Group 1, Census Tract 21.01, Woodbury County, Iowa","19193002101",1073,660,2.9,197,0,311,158,285,530,572,86,370
"Block Group 1, Census Tract 9503, Cerro Gordo County, Iowa","19033950300",819,479,1.47,31,152,60,160,130,359,93,163,557.142857142857
"Block Group 3, Census Tract 9506, Cerro Gordo County, Iowa","19033950600",516,257,2.16,0,6,86,135,176,286,275,41,238.888888888889
"Block Group 4, Census Tract 9508, Cerro Gordo County, Iowa","19033950800",487,267,2.5,0,0,111,196,170,200,318,81,194.8
"Block Group 2, Census Tract 9510, Cerro Gordo County, Iowa","19033951000",718,283,2.41,0,0,206,138,221,357,377,44,297.925311203319
"Block Group 1, Census Tract 9510, Cerro Gordo County, Iowa","19033951000",888,400,2.2,2,6,221,200,200,435,362,83,403.636363636364
"Block Group 1, Census Tract 5603, Mitchell County, Iowa","19131560300",1047,661,2,0,0,222,326,283,436,386,190,523.5
"Block Group 4, Census Tract 5603, Mitchell County, Iowa","19131560300",772,369,2.18,13,0,113,85,157,486,341,161,354.128440366972
"Block Group 2, Census Tract 5603, Mitchell County, Iowa","19131560300",571,304,2.36,0,0,177,106,122,268,241,69,241.949152542373
"Block Group 3, Census Tract 508.11, Dallas County, Iowa","19049050811",647,368,1.88,0,99,122,0,374,373,303,0,344.148936170213
"Block Group 2, Census Tract 508.11, Dallas County, Iowa","19049050811",10056,5084,2.12,197,170,1869,1165,5421,6086,4681,585,4743.39622641509
"Block Group 1, Census Tract 508.11, Dallas County, Iowa","19049050811",2168,1202,1.99,66,59,553,143,1120,1405,750,0,1089.4472361809
"Block Group 2, Census Tract 509.01, Dallas County, Iowa","19049050901",1644,857,2.37,10,0,372,197,670,977,842,91,693.670886075949
"Block Group 1, Census Tract 509.01, Dallas County, Iowa","19049050901",2216,1042,2.37,151,9,659,254,849,1352,917,129,935.021097046414
"Block Group 1, Census Tract 509.02, Dallas County, Iowa","19049050902",1160,592,2.56,51,0,336,175,243,615,545,119,453.125
"Block Group 2, Census Tract 9501, Mahaska County, Iowa","19123950100",1295,626,2.61,13,43,337,187,422,683,725,89,496.168582375479
"Block Group 1, Census Tract 9503, Mahaska County, Iowa","19123950300",1659,866,2.68,115,5,402,341,293,814,841,241,619.029850746269
"Block Group 2, Census Tract 6, Johnson County, Iowa","19103000600",2164,1163,1.73,84,18,155,291,1082,1337,650,137,1250.86705202312
"Block Group 4, Census Tract 16, Johnson County, Iowa","19103001600",2038,1363,2.26,97,26,73,91,360,1343,239,80,901.769911504425
"Block Group 3, Census Tract 16, Johnson County, Iowa","19103001600",2233,1268,2.31,148,260,126,0,262,1663,138,101,966.666666666667
"Block Group 3, Census Tract 705, Sioux County, Iowa","19167070500",1375,711,2.62,49,10,381,206,336,766,806,108,524.809160305344
"Block Group 1, Census Tract 310, Pottawattamie County, Iowa","19155031000",828,413,2.01,28,10,133,76,316,549,293,90,411.940298507463
"Block Group 1, Census Tract 214, Pottawattamie County, Iowa","19155021400",669,364,2.82,22,0,166,90,169,429,373,25,237.234042553192
"Block Group 2, Census Tract 25, Linn County, Iowa","19113002500",1029,491,2.26,71,56,312,78,103,463,130,120,455.309734513274
"Block Group 1, Census Tract 25, Linn County, Iowa","19113002500",894,466,2.18,0,16,181,144,247,524,307,122,410.091743119266
"Block Group 3, Census Tract 25, Linn County, Iowa","19113002500",934,501,2.31,31,123,151,141,222,621,340,90,404.329004329004
"Block Group 1, Census Tract 27, Linn County, Iowa","19113002700",701,323,2.49,17,167,254,33,96,270,142,63,281.526104417671
"Block Group 3, Census Tract 4, Linn County, Iowa","19113000400",1156,547,2.64,22,0,282,225,372,476,539,74,437.878787878788
"Block Group 5, Census Tract 4, Linn County, Iowa","19113000400",1584,770,2.56,230,0,433,247,288,830,568,163,618.75
"Block Group 4, Census Tract 4, Linn County, Iowa","19113000400",1123,657,2.23,21,0,183,121,240,659,543,103,503.587443946188
"Block Group 2, Census Tract 4, Linn County, Iowa","19113000400",996,492,2.75,35,0,166,240,262,533,441,104,362.181818181818
"Block Group 1, Census Tract 9701, Fremont County, Iowa","19071970100",752,368,2.42,0,45,168,148,214,370,456,62,310.743801652893
"Block Group 3, Census Tract 9703, Fremont County, Iowa","19071970300",689,371,2.45,46,2,164,107,217,362,396,55,281.224489795918
"Block Group 1, Census Tract 9703, Fremont County, Iowa","19071970300",559,265,2.18,0,0,128,137,67,251,211,65,256.422018348624
"Block Group 1, Census Tract 9702, Fremont County, Iowa","19071970200",633,314,2.29,94,0,139,161,210,282,307,73,276.419213973799
"Block Group 2, Census Tract 9702, Fremont County, Iowa","19071970200",1265,622,2.55,5,0,299,277,315,581,579,145,496.078431372549
"Block Group 3, Census Tract 9602, Hamilton County, Iowa","19079960200",549,266,2.57,39,0,137,98,186,306,348,35,213.618677042802
"Block Group 1, Census Tract 9602, Hamilton County, Iowa","19079960200",1187,662,2.53,11,9,335,196,349,608,535,80,469.169960474308
"Block Group 3, Census Tract 9604, Hamilton County, Iowa","19079960400",836,373,2.22,107,0,227,66,144,416,424,24,376.576576576577
"Block Group 2, Census Tract 9604, Hamilton County, Iowa","19079960400",1475,673,1.92,26,0,209,425,551,633,858,252,768.229166666667
"Block Group 1, Census Tract 9604, Hamilton County, Iowa","19079960400",1259,605,2.26,16,0,259,299,456,528,553,161,557.079646017699
"Block Group 1, Census Tract 9605, Hamilton County, Iowa","19079960500",622,329,2.55,3,0,145,89,178,385,373,35,243.921568627451
"Block Group 2, Census Tract 9605, Hamilton County, Iowa","19079960500",607,301,2.17,5,1,114,189,121,272,276,68,279.723502304147
"Block Group 1, Census Tract 9601, Hamilton County, Iowa","19079960100",1367,691,2.62,33,0,291,295,365,664,699,79,521.75572519084
"Block Group 3, Census Tract 9603, Hamilton County, Iowa","19079960300",948,507,1.9,40,15,148,223,312,523,329,24,498.947368421053
"Block Group 4, Census Tract 9.01, Linn County, Iowa","19113000901",1455,750,2.43,10,0,309,256,767,768,736,115,598.765432098765
"Block Group 2, Census Tract 9.01, Linn County, Iowa","19113000901",1764,1005,2.29,0,12,560,432,605,825,643,123,770.305676855895
"Block Group 1, Census Tract 10.02, Linn County, Iowa","19113001002",984,524,2.75,11,0,238,148,253,618,477,100,357.818181818182
"Block Group 3, Census Tract 10.02, Linn County, Iowa","19113001002",1395,742,2.38,52,264,327,250,286,724,693,86,586.134453781513
"Block Group 3, Census Tract 10.03, Linn County, Iowa","19113001003",2271,1109,1.78,103,386,472,209,433,1256,539,225,1275.84269662921
"Block Group 4, Census Tract 10.03, Linn County, Iowa","19113001003",1895,933,2.22,397,535,649,366,177,749,383,115,853.603603603604
"Block Group 2, Census Tract 10.03, Linn County, Iowa","19113001003",1052,637,2.33,0,0,285,238,261,528,440,111,451.502145922747
"Block Group 2, Census Tract 19, Linn County, Iowa","19113001900",673,279,1.85,50,145,58,146,89,236,93,113,363.783783783784
"Block Group 3, Census Tract 19, Linn County, Iowa","19113001900",400,147,1.39,16,59,38,84,124,193,13,21,287.769784172662
"Block Group 2, Census Tract 28, Linn County, Iowa","19113002800",1244,633,2.12,130,17,234,303,401,580,471,190,586.792452830189
"Block Group 3, Census Tract 28, Linn County, Iowa","19113002800",1798,830,2.37,39,92,432,297,581,974,750,139,758.649789029536
"Block Group 2, Census Tract 4, Webster County, Iowa","19187000400",577,340,1.87,49,106,103,84,135,302,172,113,308.55614973262
"Block Group 3, Census Tract 4, Webster County, Iowa","19187000400",431,227,2.16,121,18,105,19,51,219,129,86,199.537037037037
"Block Group 2, Census Tract 101, Webster County, Iowa","19187010100",496,216,2.2,10,0,68,76,152,329,282,41,225.454545454545
"Block Group 3, Census Tract 101, Webster County, Iowa","19187010100",996,505,2.56,139,0,235,228,311,504,545,74,389.0625
"Block Group 1, Census Tract 101, Webster County, Iowa","19187010100",675,343,2.45,3,3,131,100,175,342,347,51,275.510204081633
"Block Group 2, Census Tract 48, Polk County, Iowa","19153004800",1544,657,2.92,628,310,398,149,229,786,469,181,528.767123287671
"Block Group 3, Census Tract 4, Johnson County, Iowa","19103000400",1841,812,2.38,82,107,436,137,966,950,934,30,773.529411764706
"Block Group 2, Census Tract 4, Johnson County, Iowa","19103000400",3450,1426,2.25,16,1083,771,347,1382,1866,1283,242,1533.33333333333
"Block Group 1, Census Tract 701, Butler County, Iowa","19023070100",1800,891,2.4,66,0,424,345,322,840,910,202,750
"Block Group 3, Census Tract 703, Butler County, Iowa","19023070300",594,322,2.15,4,0,109,183,171,306,355,73,276.279069767442
"Block Group 2, Census Tract 703, Butler County, Iowa","19023070300",597,271,2.28,0,81,179,159,111,233,228,61,261.842105263158
"Block Group 1, Census Tract 703, Butler County, Iowa","19023070300",1521,798,2.07,25,4,290,429,349,781,730,149,734.782608695652
"Block Group 2, Census Tract 11, Clinton County, Iowa","19045001100",406,177,2.26,2,0,62,117,75,205,230,50,179.646017699115
"Block Group 1, Census Tract 11, Clinton County, Iowa","19045001100",935,476,2.23,25,0,185,215,267,536,441,98,419.282511210762
"Block Group 2, Census Tract 2, Clinton County, Iowa","19045000200",534,301,2.46,35,45,150,77,99,209,152,53,217.073170731707
"Block Group 1, Census Tract 2, Clinton County, Iowa","19045000200",228,138,2.61,45,5,74,8,21,114,86,23,87.3563218390805
"Block Group 3, Census Tract 4, Clinton County, Iowa","19045000400",965,442,2.6,0,33,179,143,322,514,632,156,371.153846153846
"Block Group 2, Census Tract 104.01, Scott County, Iowa","19163010401",1010,531,2.48,55,0,264,184,211,474,375,62,407.258064516129
"Block Group 3, Census Tract 104.01, Scott County, Iowa","19163010401",2358,1212,2.66,79,0,592,505,550,1152,1334,134,886.466165413534
"Block Group 4, Census Tract 104.01, Scott County, Iowa","19163010401",783,386,2.55,124,0,145,197,258,343,458,49,307.058823529412
"Block Group 3, Census Tract 704, Jones County, Iowa","19105070400",936,461,2.58,30,0,246,148,127,435,419,98,362.790697674419
"Block Group 1, Census Tract 705, Jones County, Iowa","19105070500",788,421,2.39,0,0,215,168,158,339,401,87,329.707112970711
"Block Group 2, Census Tract 705, Jones County, Iowa","19105070500",758,387,2.68,0,0,149,97,148,393,293,67,282.835820895522
"Block Group 3, Census Tract 706, Jones County, Iowa","19105070600",704,387,1.68,0,0,81,359,210,217,239,124,419.047619047619
"Block Group 4, Census Tract 706, Jones County, Iowa","19105070600",799,443,1.9,44,0,92,171,142,500,390,80,420.526315789474
"Block Group 1, Census Tract 7803, Pocahontas County, Iowa","19151780300",634,296,2.2,34,0,127,133,167,346,418,75,288.181818181818
"Block Group 2, Census Tract 7803, Pocahontas County, Iowa","19151780300",823,429,2.14,29,0,164,216,181,439,528,58,384.579439252336
"Block Group 1, Census Tract 9601, Montgomery County, Iowa","19137960100",602,274,2.14,0,0,132,109,169,325,328,76,281.308411214953
"Block Group 3, Census Tract 9604, Montgomery County, Iowa","19137960400",1443,832,2.15,8,0,339,311,298,693,676,152,671.162790697674
"Block Group 2, Census Tract 6, Webster County, Iowa","19187000600",1860,863,2.51,0,21,632,179,139,802,523,131,741.035856573705
"Block Group 4, Census Tract 805, Fayette County, Iowa","19065080500",610,359,2.13,0,0,182,121,134,243,211,79,286.384976525822
"Block Group 1, Census Tract 801, Fayette County, Iowa","19065080100",897,391,2.14,52,19,168,157,213,455,444,128,419.158878504673
"Block Group 2, Census Tract 9609, Wapello County, Iowa","19179960900",1076,556,2.53,196,0,299,97,149,573,391,92,425.296442687747
"Block Group 1, Census Tract 4905, Lee County, Iowa","19111490500",1308,576,2.27,10,44,147,303,232,731,711,105,576.211453744493
"Block Group 2, Census Tract 4905, Lee County, Iowa","19111490500",1073,535,2.29,3,0,219,193,239,511,603,127,468.558951965065
"Block Group 3, Census Tract 4905, Lee County, Iowa","19111490500",1179,613,2.57,2,14,344,237,323,562,504,95,458.75486381323
"Block Group 1, Census Tract 4903, Lee County, Iowa","19111490300",1087,494,2.44,38,0,215,216,276,599,606,103,445.491803278689
"Block Group 2, Census Tract 4903, Lee County, Iowa","19111490300",937,465,2.18,30,0,178,190,232,499,542,127,429.816513761468
"Block Group 2, Census Tract 4906, Lee County, Iowa","19111490600",1154,535,2.51,0,0,242,223,221,567,576,136,459.760956175299
"Block Group 3, Census Tract 103.01, Johnson County, Iowa","19103010301",8186,4406,2.67,160,594,2387,252,3752,5208,3350,393,3065.91760299625
"Block Group 4, Census Tract 103.01, Johnson County, Iowa","19103010301",3926,1952,2.55,279,64,1057,400,1246,2321,1731,116,1539.60784313726
"Block Group 2, Census Tract 18.01, Johnson County, Iowa","19103001801",3651,1998,2.25,297,523,715,375,1221,2285,1066,213,1622.66666666667
"Block Group 1, Census Tract 18.01, Johnson County, Iowa","19103001801",1516,741,2.21,19,366,377,114,421,950,595,134,685.972850678733
"Block Group 1, Census Tract 701, Monroe County, Iowa","19135070100",759,311,2.56,0,0,166,100,162,390,381,36,296.484375
"Block Group 3, Census Tract 701, Monroe County, Iowa","19135070100",959,443,2.54,0,0,246,39,181,615,540,89,377.55905511811
"Block Group 2, Census Tract 703, Monroe County, Iowa","19135070300",1151,544,2.4,0,0,271,207,162,574,638,131,479.583333333333
"Block Group 1, Census Tract 703, Monroe County, Iowa","19135070300",907,441,2.17,0,0,184,297,226,405,524,110,417.972350230415
"Block Group 3, Census Tract 702, Monroe County, Iowa","19135070200",866,391,2.27,75,1,253,146,80,349,314,25,381.497797356828
"Block Group 1, Census Tract 702, Monroe County, Iowa","19135070200",658,392,2.01,0,0,90,188,131,320,383,78,327.363184079602
"Block Group 2, Census Tract 4902, O'Brien County, Iowa","19141490200",547,250,2.76,0,20,114,88,121,289,336,76,198.188405797101
"Block Group 5, Census Tract 4902, O'Brien County, Iowa","19141490200",915,485,2.12,54,12,219,176,220,465,390,121,431.603773584906
"Block Group 2, Census Tract 4904, O'Brien County, Iowa","19141490400",549,264,1.87,7,6,96,169,98,273,209,89,293.582887700535
"Block Group 3, Census Tract 4904, O'Brien County, Iowa","19141490400",1010,474,2.13,22,8,226,253,223,508,460,115,474.178403755869
"Block Group 2, Census Tract 4903, O'Brien County, Iowa","19141490300",856,401,1.99,0,36,142,118,82,644,217,76,430.150753768844
"Block Group 2, Census Tract 39.01, Polk County, Iowa","19153003901",2272,1221,2.89,905,518,955,96,268,919,560,236,786.159169550173
"Block Group 1, Census Tract 39.01, Polk County, Iowa","19153003901",1641,716,3.02,526,34,406,212,225,915,405,148,543.377483443709
"Block Group 3, Census Tract 110.28, Polk County, Iowa","19153011028",1604,823,2.01,207,0,310,388,343,700,473,230,798.009950248756
"Block Group 1, Census Tract 110.28, Polk County, Iowa","19153011028",692,280,2.51,45,22,141,32,322,416,387,22,275.697211155379
"Block Group 2, Census Tract 108.04, Polk County, Iowa","19153010804",1488,746,2.7,299,0,332,236,312,777,713,135,551.111111111111
"Block Group 1, Census Tract 108.04, Polk County, Iowa","19153010804",3232,1693,2.66,187,33,789,438,1192,1888,1608,243,1215.03759398496
"Block Group 3, Census Tract 102.12, Polk County, Iowa","19153010212",986,502,2.79,24,0,308,93,380,551,403,61,353.405017921147
"Block Group 1, Census Tract 102.12, Polk County, Iowa","19153010212",2575,1072,2.81,270,135,843,294,642,1360,857,251,916.370106761566
"Block Group 1, Census Tract 112.06, Polk County, Iowa","19153011206",1769,948,2.36,160,198,409,388,770,1023,795,179,749.576271186441
"Block Group 2, Census Tract 112.06, Polk County, Iowa","19153011206",2049,999,2.27,0,33,412,479,996,1132,1059,292,902.643171806167
"Block Group 1, Census Tract 4602, Osceola County, Iowa","19143460200",544,268,2.08,44,0,131,109,125,262,224,73,261.538461538462
"Block Group 3, Census Tract 4602, Osceola County, Iowa","19143460200",994,513,2.41,12,26,249,169,177,556,478,60,412.448132780083
"Block Group 4, Census Tract 4601, Osceola County, Iowa","19143460100",409,149,1.83,0,15,54,48,154,311,245,17,223.497267759563
